Nombre científico	Nombres comunes	Categoria taxonómica	Estatus	Tipo distribución	Usos y Agrobiodiversidad	Ambiente	Numero de registros	Nombre común principal	Foto principal	Reino	División	Phylum	Clase	Orden	Familia	Género	Especie	Bibliografía	URL Enciclovida	Identificador EncicloVida	Identificador CAT
Opuntia x cochinera		especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	5			Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia x cochinera	"POWO. 2019-2023 (onwards). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. Published on the Internet; http://www.plantsoftheworldonline.org/"	https://enciclovida.mx:443/especies/145076-opuntia-x-cochinera	145076	9128ANGIO
Opuntia decumbens	"Arpón (Español), Ita chikii (Mixteco), La-po-ne-cadzol (Chontal de Oaxaca), Lengua de vaca (Español), Nopal (Español), Nopal de castilla (Español), Nopal de coyote (Español), Nopal de culebra (Español), Nopal de huerta (Español), Nopal de tortuga (Español), Nopal rastrero (Español), Tuna de costoche (Español), Tuno (Español), Turtle prickly pear (Inglés), Yop'nopal (Chontal de Tabasco)"	especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	2	Nopal de culebra	https://inaturalist-open-data.s3.amazonaws.com/photos/178352784/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia decumbens	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Salm-Reifferscheild-Dyck, J. 1834.Hortus Dyckensis. Chez Arnz & Comp. Dusseldorf. 376 pp.
Arias, S., Gama-López, S., Guzmán-Cruz, U. & Vázquez-Benítez, B. 2012. Fl. Valle Tehuacán-Cuicatlán. Fasciculo 95. Cactaceae. Instituto de Biología, UNAM. 235 pp. 95.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145087-opuntia-decumbens	145087	9139ANGIO
Opuntia depressa	"Depressed prickly pear (Inglés), Kanda (Español), Nopal (Español), Nopal de cocoche loco (Español), Nopal de coyote (Español), Nopal de monte (Español), Nopal depreso (Español)"	especie	válido	"Endémica,Nativa"	"Medicinal, Ornamental, Parientes silvestres de cultivos"	Terrestre	1	Nopal de monte	https://inaturalist-open-data.s3.amazonaws.com/photos/10889059/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia depressa	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Britton, N. L. & Rose, J. N. 1908. A Preliminary Treatment of the Opuntioideae of North America. Smithsonian Misc. Collect.50: 503-539.
Arias, S., Gama-López, S., Guzmán-Cruz, U. & Vázquez-Benítez, B. 2012. Fl. Valle Tehuacán-Cuicatlán. Fasciculo 95. Cactaceae. Instituto de Biología, UNAM. 235 pp. 95."	https://enciclovida.mx:443/especies/145090-opuntia-depressa	145090	9142ANGIO
Opuntia durangensis	"Durango prickly pear (Inglés), Nopal (Español), Nopal de Durango (Español), Nopal mantequilla (Español), Nopal tapón (Español), Tuna duraznillo (Español), Xoconostle (Español)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	2	Nopal de durango	https://inaturalist-open-data.s3.amazonaws.com/photos/10700778/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia durangensis	"Guzmán, U., Arias, S. & Dávila, P. 2003.Catálogo de Cactáceas Mexicanas. UNAM, CONABIO, México, D. F.
Britton, N. L. & Rose, J. N. 1908. A Preliminary Treatment of the Opuntioideae of North America. Smithsonian Misc. Collect.50: 503-539."	https://enciclovida.mx:443/especies/145096-opuntia-durangensis	145096	9148ANGIO
Opuntia engelmannii	"Engelmann prickly pear (Inglés), Heel hayén ipáii (Seri), Héel (Seri), Ibhai (Yuto-nahua), Nav (Yuto-nahua), Nopal (Español), Nopal de engelmann (Español), Nopal de monte (Español), Nopal kakanapo (Español), Rastrero (Español), Tuna (español)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	95	Nopal Cuijo	https://inaturalist-open-data.s3.amazonaws.com/photos/62660234/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia engelmannii	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Salm-Reifferscheild-Dyck, J. 1850.Cact. Hort. Dyck.1850. Cohen, Bonn. 51 pp."	https://enciclovida.mx:443/especies/145101-opuntia-engelmannii	145101	9153ANGIO
Opuntia ficus-indica	"Alfajayuca prickly pear (Inglés), Amarilla venadera (Español), Blanca (Español), Burrona (Español), Cactus (Español), Calabaza (Español), Chapeada (Español), Chumbera (ND), Cristalina (Español), Fafayuco (Español), Heel cocsar yaa (Seri), Heel cooxp (Seri), Indian fig princkly pear (Inglés), Ixcaha (Otomí), Manzana (Español), Mission cactus (Inglés), Nocheznopalli (Náhuatl), Nochtli (Náhuatl), Nopal (Español), Nopal blanco (Español), Nopal castilla (Español), Nopal de alfajayuca (Español), Nopal de alfajayucan (Español), Nopal de castilla (Español), Nopal de cerro (Español), Nopal de coyote (Español), Nopal de huerta (Español), Nopal de lengua (Español), Nopal de raíz (Español), Nopal espinudo (Español), Nopal guinda (Español), Nopal italiano (Español), Nopal manso (Español), Nopal oreja de elefante (Español), Nopal orejón (Español), Nopal pelón (Español), Nopal silvestre (Español), Nopal sin espinas (Español), Nopal xoconoxtle (Español), Nopalh (Náhuatl), Nopalitos (Español), Nopalli (Náhuatl), Nopalnocheztli (Náhuatl), Papantón (Español), Picochulo (Español), Reina (Español), Soconochtli (Español), Spined prickly pear (Inglés), Tlalnopal (Náhuatl), Tuna (español), Tuna amarilla (Español), Tuna blanca (Español), Tuna colorada (Español), Tuna de Alfajayuca (Español), Tuna de alfajayucan (Español), Tuna de campo (Español), Tuna de castilla (Español), Tuna encarnada (Español), Tuna fina (Español), Tuna guinda (Español), Tuna lisa (Español), Tuna mansa (Español), Tuna roja mansa (Español), Tzaponochnopalli (Náhuatl), Undulate prickly pear (Inglés), Xoconoxtle blanco (Español), Zapotnochtli (Náhuatl)"	especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	76	Nopal de castilla	https://inaturalist-open-data.s3.amazonaws.com/photos/13572929/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia ficus-indica	"Miller, P. 1768.The Gardeners Dictionary. Ed. 8. Philip Miller, London. sine pag.
Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145108-opuntia-ficus-indica	145108	9160ANGIO
Opuntia fuliginosa	"Nopal (Español), Nopal blanco (Español), Nopal de cerro (Español), Nopal de tuna colorada (Español), Nopal hollin (Español), Nopal silvestre (Español), Sooty prickly pear (Inglés)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	10	Nopal hollin	https://static.inaturalist.org/photos/305746/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia fuliginosa	"Griffiths, D. 1908. Illustrated studies in the genus Opuntia. I. Rep. (Annual) Missouri Bot. Gard. 19: 259-272.
Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp."	https://enciclovida.mx:443/especies/145113-opuntia-fuliginosa	145113	9165ANGIO
Opuntia hyptiacantha	"Cadillo (Español), Cascaron (Español), Cascarón (Español), Chaveno prickly pear (Inglés), Chaveño (Español), Cuaresmeño (Español), Joconostle (Español), Nopal (Español), Nopal cadillo (Español), Nopal cascarón (Español), Nopal castillo (Español), Nopal chaveño (Español), Nopal de clapa (Español), Nopal de tuna colorada (Español), Nopal hartón (Español), Nopal manso (Español), Nopal memelo (Español), Nopalxochquezalticquizi (Náhuatl), Rojo pelón (Español), Tuna (español), Tuna cascarona (Español), Tuna cascarón (Español), Tuna chaveña (Español), Tuna colorada (Español), Tuna corriente (Español), Tuna mansa (Español), Tuna memela (Español), Velas de coyote (Español), Xoconostle (Español)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	46	Nopal cascarón	https://inaturalist-open-data.s3.amazonaws.com/photos/96337127/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia hyptiacantha	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Weber, F. A. C. 1893-1899.Dictionnaire d´horticulture. In: Bois, D. G. J. M. (Comp.).Paris. 1227 pp.
Arias, S., Gama-López, S., Guzmán-Cruz, U. & Vázquez-Benítez, B. 2012. Fl. Valle Tehuacán-Cuicatlán. Fasciculo 95. Cactaceae. Instituto de Biología, UNAM. 235 pp. 95.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145140-opuntia-hyptiacantha	145140	9192ANGIO
Opuntia jaliscana	"Chamacuero (Español), Jalisco prickly pear (Inglés), Negrita (Español), Nocheznopalli (Náhuatl), Nopal (Español), Nopal de jalisco (Español), Nopalnocheztli (Náhuatl), Sangre de toro (Español), Tlalnopal (Náhuatl)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	8	Nopal de Jalisco	https://inaturalist-open-data.s3.amazonaws.com/photos/28821802/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia jaliscana	"Bravo-Hollis, H. 1972. Nuevas Cactáceas Mexicanas. Cact. Suc. Mex. 17: 115-118.
Guzmán, U., Arias, S. & Dávila, P. 2003.Catálogo de Cactáceas Mexicanas. UNAM, CONABIO, México, D. F."	https://enciclovida.mx:443/especies/145146-opuntia-jaliscana	145146	9198ANGIO
Opuntia joconostle	"Chihuanosta (Español), Ishcojó (Otomí), Ixcaha (Otomí), Joconol (ND), Joconostle (Español), Joconostle blanco (Español), Joconostle cambray (Español), Joconostle princkly pear (Inglés), Joconoxtle (Español), Nopal (Español), Nopal joconostle (Español), Nopal xoconoxtle (Español), Tempranilla (Español), Tempranillo (Español), Trimpanilla (Español), Tuna blanca (Español), Tuna xoconostle (Español), Xoco-noxtli (Náhuatl), Xoconostle (Español), Xoconostle de burro (Español), Xoconostle del burro (Español), Xoconoxtle (Náhuatl), Xoconoxtli (Español)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	46	Xoconostle	https://inaturalist-open-data.s3.amazonaws.com/photos/28821984/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia joconostle	"Guzmán, U., Arias, S. & Dávila, P. 2003.Catálogo de Cactáceas Mexicanas. UNAM, CONABIO, México, D. F.
Diguet, L. 1928. Archives D´Histoire Naturelle. Les Cactées Utiles du Mexique. IV: 1-551."	https://enciclovida.mx:443/especies/145147-opuntia-joconostle	145147	9199ANGIO
Opuntia lasiacantha	"Nopal (Español), Nopal de cerro (Español), Nopal de espinas lacias (Español), Nopal de tuna colorada (Español), Tuna blanca (Español), Xoconostle (Español)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	167	Nopal de cerro	https://inaturalist-open-data.s3.amazonaws.com/photos/84928967/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia lasiacantha	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Pfeiffer, L. 1837.Enumeratio diagnostica cactearum hucusque cognitarum. Oehmigke. Berlín. 192 pp.
Arias, S., Gama-López, S., Guzmán-Cruz, U. & Vázquez-Benítez, B. 2012. Fl. Valle Tehuacán-Cuicatlán. Fasciculo 95. Cactaceae. Instituto de Biología, UNAM. 235 pp. 95.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145158-opuntia-lasiacantha	145158	9210ANGIO
Opuntia leucotricha	"Duraznillo (Español), Duraznillo acardonado (Español), Duraznillo blanco (Español), Duraznillo canecho (Español), Duraznillo colorado (Español), Duraznillo rojo (Español), Nopal (Español), Nopal chaveño (Español), Nopal colorado (Español), Nopal duraznillo (Español), Semaphore cactus (Inglés), Tocahuiztli (Náhuatl), Tuna duraznillo (Español), Xoconostle (Español), Xoconostle colorado (Español)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	149	Nopal Duraznillo	https://inaturalist-open-data.s3.amazonaws.com/photos/84928941/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia leucotricha	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Candolle, A. P. de 1828. Revue de la famille des Cactées. Mém. Mus. Hist. Nat. 17: 1-119."	https://enciclovida.mx:443/especies/145162-opuntia-leucotricha	145162	9214ANGIO
Opuntia macrocentra	"Black-spined prickly pear (Inglés), Blunt-spined prickly pear (Inglés), Duraznilla (Español), Gisoki (Yuto-nahua), Heel (Seri), Long-spined prickly pear (Inglés), Martin's blunt-spined prickly pear (Inglés), Nabo (Español), Nopal (Español), Nopal Santa-Rita (Español), Nopal coyotillo (Español), Nopal morado (Español), Nopal violaceo (Español), Purple prickly pear (Inglés), Reddish purple prickly pear (Inglés), Saapom (Seri), Ziix istj captalca (Seri)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	4	Nopal violáceo	https://inaturalist-open-data.s3.amazonaws.com/photos/152505108/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia macrocentra	"Engelmann, G. 1856. Synopsis of the Cactaceae of the territory of the United States and adjacent regions. Proc. Amer. Acad. Arts. . 3: 259-314. .
Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145174-opuntia-macrocentra	145174	9226ANGIO
Opuntia megacantha	"Alfajayuca prickly pear (Inglés), Blanca de Alfajayucan (Español), Dokaha (Otomí), Fafayuca (Español), Ixcaha (Otomí), Nopal (Español), Nopal blanco (Español), Nopal castilla (Español), Nopal de alfajayuca (Español), Nopal de alfajayucan (Español), Nopal de castilla (Español), Nopal de raíz (Español), Nopal espinudo (Español), Nopal guinda (Español), Nopalli (Náhuatl), Pezcuezón (Español), Picochulo (Español), Reina (Español), Tuna blanca (Español), Tuna blanco verdosa (Español), Tuna colorada (Español), Tuna de Alfajayuca (Español), Tuna de alfajayucan (Español), Tuna de castilla (Español), Tuna encarnada (Español), Tuna fina (Español), Tuna guinda (Español), Tuna mansa (Español)"	especie	válido	"Endémica,Nativa"	Parientes silvestres de cultivos	Terrestre	79	Nopal blanco	https://static.inaturalist.org/photos/2514726/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia megacantha	"Guzmán, U., Arias, S. & Dávila, P. 2003.Catálogo de Cactáceas Mexicanas. UNAM, CONABIO, México, D. F.
Salm-Reifferscheild-Dyck, J. 1834.Hortus Dyckensis. Chez Arnz & Comp. Dusseldorf. 376 pp."	https://enciclovida.mx:443/especies/145180-opuntia-megacantha	145180	9232ANGIO
Opuntia microdasys	"Blind prickly pear (Inglés), Cegador (Español), Ciega borrego (Español), Ciegaborrega (Español), Nopal (Español), Nopal cegador (Español), Nopal real (Español), Nopalillo cegador (Español), Tlatoc-nochtli (Náhuatl), Tlatoca-nochtli (Náhuatl)"	especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	47	Nopal cegador	https://inaturalist-open-data.s3.amazonaws.com/photos/11888385/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia microdasys	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Pfeiffer, L. 1837.Enumeratio diagnostica cactearum hucusque cognitarum. Oehmigke. Berlín. 192 pp.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145184-opuntia-microdasys	145184	9236ANGIO
Opuntia phaeacantha	"Brown-spined prickly pear (Inglés), Densely spined prickly pear (Inglés), Engelmann prickly pear (Inglés), Heel hayén ipáii (Seri), Major prickly pear (Inglés), Mojave prickly pear (Inglés), New Mexico prickly pear (Inglés), Nopal (Español), Nopal de Chihuahua (Español), Nopal disco (Español), Nopal morado (Español), Nopal morado grande (Español), Nopal pardo (Español), Purple fruited prickly pear (Inglés), Yellow-spined prickly pear (Inglés)"	especie	válido	Nativa	Parientes silvestres de cultivos	Terrestre	2	Nopal de Chihuahua	https://static.inaturalist.org/photos/135424545/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia phaeacantha	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Engelmann, G. 1849. Plantae Fendlerianae Novi Mexicanae: An account of a collection of plants made chiefly in the vicinity of Santa Fé, New Mexico, by Augustus Fendler; with descriptions of the new species, critical remarks, and characters of other undescribed or little know. Memoirs of the American Academy of Arts and Sciences Ser. 2. In: Gray, A. (Comp.). 4: 1-116. .
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145212-opuntia-phaeacantha	145212	9264ANGIO
Opuntia pilifera	"Can´tia lina (Popoloca), Can´tia lotzi (Popoloca), Can´tia xue xue ch´jenta (Popoloca), Can´tia xue xue kant´ia (Popoloca), Can´tia xue xue lonti (Popoloca), Can´tia xue xue tjioa (Popoloca), Cocoche loco (Español), Crinado (Español), Haired prickly pear (Inglés), Nocheznopalli (Náhuatl), Nopal (Español), Nopal blanco (Español), Nopal bolita (Español), Nopal catalina (Español), Nopal cimarrón (Español), Nopal colotzi (Español), Nopal crinado (Español), Nopal de cerro (Español), Nopal de crinas (ND), Nopal de crines (Español), Nopal de monte (Español), Nopal lanudo (Español), Nopal tuna suave (Español), Nopalli (Náhuatl), Nopalnocheztli (Náhuatl), Piaviachi (Zapoteco), Tapa culito (Español), Tlalnopal (Náhuatl), Tocahuiztli (Náhuatl)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	15	Nopal crinado	https://inaturalist-open-data.s3.amazonaws.com/photos/906383/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia pilifera	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Weber, F. A. C. 1893-1899.Dictionnaire d´horticulture. In: Bois, D. G. J. M. (Comp.).Paris. 1227 pp.
Arias, S., Gama-López, S., Guzmán-Cruz, U. & Vázquez-Benítez, B. 2012. Fl. Valle Tehuacán-Cuicatlán. Fasciculo 95. Cactaceae. Instituto de Biología, UNAM. 235 pp. 95."	https://enciclovida.mx:443/especies/145215-opuntia-pilifera	145215	9267ANGIO
Opuntia pubescens	"Abrojo (Español), Aceituno (Español), Caca de perro (Español), Cardo (Español), Cardón (Español), Chile de perro (Español), Choya (Español), Espina de saliva abrojo (Español), Iñu zii (Mixteco), Maneas de coyote (Español), Nopal cardoso (Español), Nopal cardón (Español), Nopal culebra (Español), Nopal maneas de coyote (Español), Nopal pequeño (Español), Siviri chucha (Español), Tetencholete (Español), To'otori huita (Mayo), Velvet little prickly pear (Inglés), Vishi-vishio (Zapoteco), Vivivixio (Zapoteco), Vixivixio (Zapoteco)"	especie	válido	Nativa	"Ornamental, Parientes silvestres de cultivos"	Terrestre	83	Tetencholete	https://inaturalist-open-data.s3.amazonaws.com/photos/10567816/medium.jpg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia pubescens	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Pfeiffer, L. 1837.Enumeratio diagnostica cactearum hucusque cognitarum. Oehmigke. Berlín. 192 pp.
Arias, S., Gama-López, S., Guzmán-Cruz, U. & Vázquez-Benítez, B. 2012. Fl. Valle Tehuacán-Cuicatlán. Fasciculo 95. Cactaceae. Instituto de Biología, UNAM. 235 pp. 95.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145227-opuntia-pubescens	145227	9279ANGIO
Opuntia rastrera	"Arrastradillo (Español), Creeping prickled pear (Inglés), Cuija (Español), Nopal (Español), Nopal rastrero (Español), Peca redonda (Español), Rastrero (Español)"	especie	válido	"Endémica,Nativa"	"Ornamental, Parientes silvestres de cultivos"	Terrestre	19	Nopal rastrero	https://static.inaturalist.org/photos/2830361/medium.JPG	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia rastrera	"Hunt, D. R. 2016.CITES Cactaceae Checklist, 3a ed. Royal Botanic Gardens Kew, CITES, IOS, England, London, 174 pp.
Weber, F. A. C. 1893-1899.Dictionnaire d´horticulture. In: Bois, D. G. J. M. (Comp.).Paris. 1227 pp.
Korotkova, N., Aquino, A., Arias, S., Eggli, U., Frank, A., F., Gómez-Hinostrosa, C., Guerrero, P. C., Hernández, H. M., Kohlbecker, A., Köhler, M., Luther, K., Majure, L. C., Müller, A., Metzing, D., Nyffeler, R., Sánchez, D., Schlumpberger, B. & Berends. 2021. Cactaceae at Caryophyllales.org - a dynamic online species-level taxonomic backbone for the family. Willdenowia. 51(2): 251-270. open access DOI: 10.3372/wi.51.51208; accesed on Caryophyllales.org/Cactaceae [07/06/2022]"	https://enciclovida.mx:443/especies/145232-opuntia-rastrera	145232	9284ANGIO
Opuntia rileyi	"Nopal aceituna (Español), Olive prickly pear (Inglés)"	especie	válido	Endémica	"Ornamental, Parientes silvestres de cultivos"	Terrestre	4	Nopal aceituna	https://inaturalist-open-data.s3.amazonaws.com/photos/18440256/medium.jpeg	Plantae	Tracheophyta		Equisetopsida	Caryophyllales	Cactaceae	Opuntia	Opuntia rileyi	"Guzmán, U., Arias, S. & Dávila, P. 2003.Catálogo de Cactáceas Mexicanas. UNAM, CONABIO, México, D. F.
González-Ortega, J. 1929. Flora Indígena de Sinaloa. Boletin de Pro-Cultura Regional. . 1 (1). Mazatlán, Sinaloa."	https://enciclovida.mx:443/especies/145235-opuntia-rileyi	145235	9287ANGIO
